"Molecule ChEMBL ID","Molecular Weight","AlogP","Smiles","IC50"
"CHEMBL2062795",364.43,3.54,"CS(=O)(=O)c1cccc(c1)c2cccn3nc(Nc4ccccc4)nc23",539.5
"CHEMBL2062797",394.46,3.55,"COc1ccccc1Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C",1468.05
"CHEMBL2062799",394.4599999999999,3.5499999999999994,"COc1ccc(Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C)cc1",71.0
"CHEMBL2062801",442.52,2.95,"CS(=O)(=O)c1ccc(Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C)cc1",40.199999999999996
"CHEMBL2062803",449.53999999999996,3.3799999999999994,"CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4ccc(cc4)N5CCOCC5)nc23",20.933333333333334
"CHEMBL2062805",462.58,3.3,"CN1CCN(CC1)c2ccc(Nc3nc4c(cccn4n3)c5ccc(cc5)S(=O)(=O)C)cc2",23.133333333333333
"CHEMBL2062807",511.63,2.77,"CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(CN5CCS(=O)(=O)CC5)c4)nc23",36.10333333333333
"CHEMBL2062809",461.5899999999999,4.35,"CN1CCC(CC1)c2cccc(Nc3nc4c(cccn4n3)c5ccc(cc5)S(=O)(=O)C)c2",17.133333333333333
"CHEMBL2062811",452.47999999999996,4.91,"CN1CCN(CC1)c2cccc(Nc3nc4c(cccn4n3)c5ccc(cc5)C(F)(F)F)c2",161.23333333333332
"CHEMBL2062813",460.52,4.14,"CN1CCN(CC1)c2cccc(Nc3nc4c(cccn4n3)c5ccc(cc5)P(=O)(C)C)c2",107.57666666666667
"CHEMBL2105759",371.43,1.1,"CCS(=O)(=O)N1CC(CC#N)(C1)n2cc(cn2)c3ncnc4[nH]ccc34",61.64999999999999
"CHEMBL2151321",381.42,3.64,"CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc23",68.3
"CHEMBL2177122",387.23,3.69,"Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)c4c(Cl)cccc4Cl",242.0
"CHEMBL2178352",468.61,5.18,"CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C6CCCC6)c4n3)cc2",1200.0
"CHEMBL2178800",366.81,3.34,"Cc1ccc(Cl)cc1c2nn(C)cc2NC(=O)c3cnn4cccnc34",34.5
"CHEMBL2178802",347.38,2.27,"Cc1ccccc1c2nn(C)cc2NC(=O)c3cnn4ccc(N)nc34",68.6
"CHEMBL2178804",402.25,3.27,"Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(n1)c4cc(Cl)ccc4Cl",7.4
"CHEMBL2181082",486.57,4.14,"O=C1CCN(CCOc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5)C1",22.0
"CHEMBL2181084",488.59,4.2,"C(CN1CCOCC1)Oc2cc3COCC=CCOCc4cccc(c4)c5ccnc(Nc(c3)c2)n5",96.0
"CHEMBL2181086",501.63,5.16,"CCN(CC)CCC(=O)Nc1cc2COCC=CCOCc3cccc(c3)c4ccnc(Nc(c2)c1)n4",44.0
"CHEMBL2181088",486.62,5.27,"Cc1cnc2Nc3ccc(OCCN4CCCC4)c(COCC=CCOCc5cccc(c5)c1n2)c3",7.0
"CHEMBL2181311",502.62,4.97,"COc1ccc2COCC=CCOCc3cc(Nc4nccc(n4)c1c2)ccc3OCCN5CCCC5",330.0
"CHEMBL2181313",502.62,4.97,"COc1ccc2cc1COCC=CCOCc3cc(Nc4nccc2n4)ccc3OCCN5CCCC5",19.0
"CHEMBL2181315",359.43,4.99,"C1CC=CCCOc2cccc(c2)c3ccnc(Nc4cccc(O1)c4)n3",1200.0
"CHEMBL2181317",389.46,4.75,"COc1ccc2Nc3nccc(n3)c4cccc(OCCC=CCOCc1c2)c4",130.0
"CHEMBL2181319",389.46,4.5,"COc1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4",70.0
"CHEMBL2181321",444.54,4.33,"C1CN(CCO1)c2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5",60.0
"CHEMBL2181323",457.58,4.24,"CN1CCN(CC1)c2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5",41.0
"CHEMBL2181325",485.59,4.16,"CC(=O)N1CCN(CC1)c2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5",120.0
"CHEMBL2181327",459.59,4.49,"CN(C)CCN(C)c1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4",77.0
"CHEMBL2181329",474.61,5.21,"CCN(CC)CCOc1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4",24.0
"CHEMBL2181332",486.57,4.49,"O=C1CCCN1CCOc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5",22.0
"CHEMBL218579",359.44,3.45,"C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N(C)C)c4ccccc4",7.0
"CHEMBL218746",350.81,4.04,"C[C@H](Nc1ccnc(n1)n2cnc3ccncc23)c4ccc(Cl)cc4",51.0
"CHEMBL220484",350.38,2.92,"COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4",446.0
"CHEMBL2207758",444.54,3.27,"O=C(Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)[C@H]5CCNC5",5.7
"CHEMBL2207760",472.5899999999999,4.15,"CCN1CCC[C@@H]1C(=O)Nc2ccc(cc2)c3ccnc(Nc4ccc(cc4)N5CCOCC5)n3",1202.1333333333332
"CHEMBL2207765",493.35,5.8,"CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)n3)n2",129.9
"CHEMBL2207767",423.48,5.1,"CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(NC(=O)c4ccccc4)c3)n2",11.1
"CHEMBL2208024",387.49,4.84,"CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(c3)N4CCCCC4)n2",763.5333333333332
"CHEMBL2208028",403.49,3.99,"CC(=O)Nc1ccc(cc1)c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2C",353.66666666666663
"CHEMBL2208031",418.5,3.01,"C[C@H](N)C(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2",857.0666666666666
"CHEMBL2208033",434.49999999999994,1.9799999999999998,"N[C@H](CO)C(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2",671.8
"CHEMBL2208035",458.52,2.94,"O=C(Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)[C@H]5CCC(=O)N5",0.9
"CHEMBL221029",316.37,3.38,"C[C@H](Nc1ccnc(n1)n2cnc3ccncc23)c4ccccc4",4.0
"CHEMBL221376",396.46,3.78,"C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cnn(C)c4)c5ccccc5",77.0
"CHEMBL221912",308.35,2.13,"COC[C@H](C)Nc1ccnc(n1)n2cnc3ccc(cc23)C#N",124.0
"CHEMBL221976",334.36,3.52,"C[C@H](Nc1ccnc(n1)n2cnc3ccncc23)c4ccc(F)cc4",8.0
"CHEMBL231733",520.6,3.89,"C[C@H](Nc1nc(nc2c1cc(C(=O)NCCCn3ccnc3)n2C)n4cnc5ccncc45)c6ccccc6",53.0
"CHEMBL231949",463.55,1.54,"COC[C@H](C)Nc1nc(nc2c1cc(C(=O)N3CCN(C)CC3)n2C)n4cnc5ccncc45",222.0
"CHEMBL232149",447.55,2.3,"CN1CCN(CC1)C(=O)c2cc3c(NC(C)(C)C)nc(nc3n2C)n4cnc5ccncc45",323.0
"CHEMBL2322136",254.34,3.5,"Cn1nc(C2CCCCC2)c3c4cc[nH]c4ncc13",50.0
"CHEMBL2322141",241.3,2.65,"C1CCC(CC1)c2nnc3cnc4[nH]ccc4n23",90.0
"CHEMBL2325896",364.41,1.33,"O=C(N[C@H](C1CC1)C(=O)N2CC(C2)C#N)c3c[nH]c4ncc(nc34)C5CC5",206.0
"CHEMBL2325899",272.35,2.61,"CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3",32.6
"CHEMBL2325901",244.3,1.97,"CC(C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3",106.2
"CHEMBL2325904",288.35,1.72,"C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O",76.7
"CHEMBL2325906",297.36,2.5,"C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N",715.45
"CHEMBL2325908",301.35,1.04,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N(C)C",231.2
"CHEMBL2325910",327.39,1.58,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CCCC4",121.6
"CHEMBL2325912",352.4,1.33,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CCC(C4)C#N",1026.55
"CHEMBL233151",495.59,3.26,"C[C@H](Nc1nc(nc2c1cc(C(=O)N3CCN(C)CC3)n2C)n4cnc5ccncc45)c6ccccc6",11.0
"CHEMBL233969",539.64,3.33,"C[C@H](Nc1nc(nc2c1cc(C(=O)NCCCN3CCOCC3)n2C)n4cnc5ccncc45)c6ccccc6",42.0
"CHEMBL2376142",392.42,0.94,"CCn1cc(cn1)c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C4)C#N)c3n2",18.0
"CHEMBL2376144",462.9,2.27,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(Cl)ccc34)C(=O)N5CC(C5)C#N",22.0
"CHEMBL2376146",428.46,1.61,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4ccccc34)C(=O)N5CC(C5)C#N",20.0
"CHEMBL2376148",453.47,1.48,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(ccc34)C#N)C(=O)N5CC(C5)C#N",38.0
"CHEMBL2376150",468.52,2.49,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(ccc34)C5CC5)C(=O)N6CC(C6)C#N",15.0
"CHEMBL2376152",480.89,2.4,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(Cl)cc(F)c34)C(=O)N5CC(C5)C#N",56.0
"CHEMBL2376154",488.94,2.66,"Cn1nc(c2cnc3[nH]cc(C(=O)N[C@H](C4CC4)C(=O)N5CC(C5)C#N)c3n2)c6ccc(Cl)cc16",1.1
"CHEMBL2376156",448.87,2.05,"C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)n3ncc4cc(Cl)ccc34)C(=O)N5CC(C5)C#N",83.0
"CHEMBL2376330",296.33,2.89,"CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12",250.0
"CHEMBL2376332",324.38,3.45,"CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1",1210.0
"CHEMBL2376334",321.34,2.76,"CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(c3)C#N)nc12",1250.0
"CHEMBL2376337",322.37,3.28,"CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C4CC4",70.0
"CHEMBL2376340",393.45,3.01,"CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12",1010.0
"CHEMBL2376440",529.6,3.0,"CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C(=O)N5CC(C5)C#N)C(C)(C)C)c4n3)cc12",446.0
"CHEMBL2381975",493.54,2.18,"C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCN(CC3)S(=O)(=O)C)c1F)c4ccc(F)cn4",3.0
"CHEMBL2381977",434.48,3.06,"C[C@H](Nc1nc(Nc2ncc(C)s2)nc(N3CCOCC3)c1F)c4ncc(F)cn4",20.0
"CHEMBL2381979",417.42,2.33,"C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4",3.0
"CHEMBL2381982",417.42,2.9,"C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4",4.0
"CHEMBL2381984",435.41,3.04,"C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F",4.0
"CHEMBL2381986",464.5,2.33,"C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCS(=O)(=O)CC3)c1F)c4ccc(F)cn4",3.0
"CHEMBL2403108",558.15,6.36,"CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3",1385.0
"CHEMBL2414532",347.43,3.7,"CC(C)Cn1cc(cn1)c2cccc3nc(Nc4ccnc(C)c4)nn23",165.0
"CHEMBL2414534",435.51,3.25,"CN(C)C(=O)c1ccc(Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C)cc1",117.0
"CHEMBL2414536",364.41,2.9,"COc1ccc(cc1)c2cccn3nc(Nc4cnn(c4)[C@H](C)CO)nc23",89.0
"CHEMBL2414538",376.42,3.69,"CC(C)Cn1cc(cn1)c2cccn3nc(Nc4ccc(cc4)C(=O)O)nc23",156.0
"CHEMBL2414540",388.43,4.15,"OC(=O)c1ccc(Nc2nc3c(cccn3n2)c4cnn(c4)C5CCCC5)cc1",23.7
"CHEMBL2414542",362.39,3.62,"CC(C)n1cc(cn1)c2cccn3nc(Nc4ccc(cc4)C(=O)O)nc23",151.0
"CHEMBL2414545",462.58,3.3,"CN1CCN(CC1)c2ccc(Nc3nc4cccc(c5cccc(c5)S(=O)(=O)C)n4n3)cc2",41.15
"CHEMBL2414547",462.58,3.3,"CN1CCN(CC1)c2ccc(Nc3nc4cccc(c5ccc(cc5)S(=O)(=O)C)n4n3)cc2",19.9
"CHEMBL2414549",359.43,4.15,"CC(C)c1cccc(c1)c2cccc3nc(Nc4ccnc(CO)c4)nn23",117.0
"CHEMBL2414553",331.38,3.85,"COc1ccc(cc1)c2cccc3nc(Nc4ccnc(C)c4)nn23",174.0
"CHEMBL261386",363.78,5.02,"Fc1ccc2c(c1)c3C(=O)NC=Cc3c4[nH]c(nc24)c5ccccc5Cl",3.0
"CHEMBL272424",381.77,5.16,"Fc1ccc2c(c1)c3C(=O)NC=Cc3c4[nH]c(nc24)c5c(F)cccc5Cl",0.2
"CHEMBL3114761",483.5,3.84,"Fc1cc(ccn1)N2CC[C@@H](C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3",1480.0
"CHEMBL3114776",471.49,3.7,"CN(CCOc1cccc(NC2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c1)c5ccnc(F)c5",490.0
"CHEMBL3114786",483.5,3.84,"Fc1cc(ccn1)N2CCC(C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3",1238.0
"CHEMBL3116051",367.39,2.55,"C[C@H](Nc1nc(Nc2cn(C)cn2)c3ccn(C)c3n1)c4ncc(F)cn4",27.0
"CHEMBL3116053",354.35,1.93,"CC(Nc1nc(Nc2cn(C)cn2)c3cn[nH]c3n1)c4ncc(F)cn4",50.0
"CHEMBL3116056",384.44,3.58,"C[C@H](Nc1nc(Nc2cn(C)cn2)c3scc(C)c3n1)c4ncc(F)cn4",4.0
"CHEMBL3116058",364.39,3.21,"C[C@H](Nc1nc(Nc2cn(C)cn2)c3ccccc3n1)c4ncc(F)cn4",3.0
"CHEMBL3116060",394.41,3.22,"COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c4ncc(F)cn4)nc2c1",24.0
"CHEMBL3116062",383.37,2.74,"C[C@H](Nc1nc(Nc2cn(C)cn2)c3cc(F)cnc3n1)c4ncc(F)cn4",490.0
"CHEMBL3116065",365.38,2.6,"C[C@H](Nc1nc(Nc2cn(C)cn2)c3ccncc3n1)c4ncc(F)cn4",12.0
"CHEMBL3126339",269.28,2.79,"Fc1ccc2c(NC3CC3)nc4C=CNC(=O)c4c2c1",100.0
"CHEMBL3126341",375.19,4.66,"Fc1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1",7.4
"CHEMBL3126343",441.2,5.42,"FC(F)(F)Oc1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1",71.5
"CHEMBL3126345",374.3,4.37,"Fc1cccc(c1Nc2nc3ccncc3c4C(=O)NC=Cc24)C(F)(F)F",49.5
"CHEMBL3126347",415.28,4.75,"CC(C)(O)c1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1",9.25
"CHEMBL3126349",437.23,4.82,"OC(C(F)F)c1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1",13.1
"CHEMBL3126351",336.32,3.47,"CC(C)[C@H](Nc1nc2ccncc2c3C(=O)NC=Cc13)C(F)(F)F",90.0
"CHEMBL3128069",470.53,3.16,"C[C@@H](Oc1cc(cnc1N)c2sc(nc2C)[C@](C)(O)CO)c3cc(F)ccc3n4nccn4",12.0
"CHEMBL3191989",335.64,3.57,"ClCC(=O)N=C1/SC=CN1Cc2ccc(Cl)cc2Cl",653.0
"CHEMBL3216659",541.28,2.86,"Cl.Cl.Brc1ccc2C(=C/3Nc4ccccc4/C/3=NOCCN5CCNCC5)C(=O)Nc2c1",224.0
"CHEMBL3234873",452.58,3.71,"CC(C)(O)c1ccc(cc1)c2cc(C(=O)N)c(Nc3cccc(CN4CCOCC4)n3)s2",270.0
"CHEMBL3234875",377.39,4.98,"Cc1cccc(Nc2sc(cc2C(=O)N)c3ccc(cc3)C(F)(F)F)n1",380.0
"CHEMBL3234877",343.84,4.61,"Cc1cccc(Nc2sc(cc2C(=O)N)c3cccc(Cl)c3)n1",312.0
"CHEMBL3234879",345.37,4.24,"Cc1cccc(Nc2sc(cc2C(=O)N)c3cccc(F)c3F)n1",80.0
"CHEMBL3234881",327.38,4.1,"Cc1cccc(Nc2sc(cc2C(=O)N)c3ccc(F)cc3)n1",140.0
"CHEMBL3234883",363.36,4.67,"NC(=O)c1cc(sc1Nc2cccc(n2)C(F)(F)F)c3ccccc3",891.0
"CHEMBL3234885",309.39,3.96,"Cc1ccc(Nc2sc(cc2C(=O)N)c3ccccc3)nc1",178.0
"CHEMBL3234887",313.36,3.79,"NC(=O)c1cc(sc1Nc2ccc(F)cn2)c3ccccc3",161.0
"CHEMBL3234889",309.39,3.96,"Cc1ccnc(Nc2sc(cc2C(=O)N)c3ccccc3)c1",398.0
"CHEMBL3234891",295.37,3.65,"NC(=O)c1cc(sc1Nc2ccncc2)c3ccccc3",175.0
"CHEMBL3234893",294.38,4.26,"NC(=O)c1cc(sc1Nc2ccccc2)c3ccccc3",1010.0
"CHEMBL3234895",491.56,4.45,"CC(C)(O)COCc1cccc(Nc2sc(cc2C(=O)N)c3c(F)cc(cc3F)C(C)(C)O)n1",48.75
"CHEMBL3262355",417.48,2.32,"N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc(c4)n5nccn5)n2",120.0
"CHEMBL3262357",403.49,3.53,"Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5N=CNC(=O)c35)cccc12",190.0
"CHEMBL3262617",391.44,2.07,"N[C@H]1COCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2",290.0
"CHEMBL3262619",375.44,2.71,"O=C1NC=Nc2cc(N[C@@H]3CCCNC3)nc(Nc4cccc5cc[nH]c45)c12",950.0
"CHEMBL3262622",405.46,2.08,"Cn1cc2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc5C=CNC(=O)c35)cccc2n1",1500.0
"CHEMBL3262624",390.45,2.68,"N[C@H]1COCC[C@H]1Nc2cc3C=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2",680.0
"CHEMBL3298194",416.44,5.14,"COc1cc(Nc2oc3c(cccc3n2)c4cccc5[nH]cnc45)cc(OC)c1OC",460.0
"CHEMBL3314277",442.45,3.49,"OCCn1cc(nn1)c2ccc(cc2)c3nc(c4ccc(F)cc4)c([nH]3)C5=CC(=O)NC=C5",500.0
"CHEMBL3314284",437.48,3.42,"[K+].Fc1ccc(cc1)c2nc([nH]c2C3=CC(=O)NC=C3)c4ccc(cc4)c5nnn[n-]5",61.0
"CHEMBL3330100",293.33,2.13,"Cc1ccccc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3",695.0
"CHEMBL3330102",313.75,2.47,"NC(=O)c1cc([nH]c1c2cccc(Cl)c2)c3ccnc(N)n3",617.0
"CHEMBL3330104",327.78,2.78,"Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3",20.0
"CHEMBL3330107",355.83,3.43,"CCNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3",109.0
"CHEMBL3330109",373.82,3.38,"Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)NCCF)c3ccnc(N)n3",114.0
"CHEMBL3330111",383.88,4.07,"CC(C)CNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3",384.0
"CHEMBL3330113",403.87,4.94,"Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)Nc3ccccc3)c4ccnc(N)n4",247.0
"CHEMBL3330115",341.8,2.79,"Cc1ccc(Cl)cc1c2c(cc(c3ccnc(N)n3)n2C)C(=O)N",66.0
"CHEMBL3330118",341.8,3.24,"CNc1nccc(n1)c2cc(C(=O)N)c([nH]2)c3cc(Cl)ccc3C",43.0
"CHEMBL3330120",502.02,4.69,"CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4cc(C(=O)N)c([nH]4)c5cc(Cl)ccc5C)cc2",59.0
"CHEMBL3330122",348.19,3.13,"NC(=O)c1cc([nH]c1c2cc(Cl)ccc2Cl)c3ccnc(N)n3",12.0
"CHEMBL3330124",361.33,3.15,"Cc1ccc(cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3)C(F)(F)F",10.0
"CHEMBL3330126",397.74,3.37,"NC(=O)c1cc([nH]c1c2cc(OC(F)(F)F)ccc2Cl)c3ccnc(N)n3",24.0
"CHEMBL3330128",381.75,3.49,"NC(=O)c1cc([nH]c1c2cc(Cl)ccc2C(F)(F)F)c3ccnc(N)n3",53.0
"CHEMBL3330130",375.35,3.4,"CCc1ccc(cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3)C(F)(F)F",2.0
"CHEMBL3335676",259.31,2.41,"O=C(NC1CCCCC1)Nc2cnc3[nH]ccc3n2",47.0
"CHEMBL3335678",342.33,2.11,"FC(F)(F)CN1CCCC(C1)NC(=O)Nc2cnc3[nH]ccc3n2",7.0
"CHEMBL3335680",302.34,1.09,"CC(=O)N1CCCC(C1)NC(=O)Nc2cnc3[nH]ccc3n2",92.0
"CHEMBL3335682",338.39,0.5,"CS(=O)(=O)N1CCCC(C1)NC(=O)Nc2cnc3[nH]ccc3n2",48.0
"CHEMBL3335684",366.45,1.28,"CCCS(=O)(=O)N1CCC[C@@H](C1)NC(=O)Nc2cnc3[nH]ccc3n2",78.0
"CHEMBL3335686",394.5,1.92,"CC(C)(C)CS(=O)(=O)N1CCC[C@@H](C1)NC(=O)Nc2cnc3[nH]ccc3n2",16.0
"CHEMBL3335688",372.45,1.86,"CS(=O)(=O)N1CCC[C@@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3",41.0411
"CHEMBL3335690",428.56,3.27,"CC(C)(C)CS(=O)(=O)N1CCC[C@@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3",12.01225
"CHEMBL3335692",428.56,3.13,"CC(C)CS(=O)(=O)N1C[C@@H](C)C[C@@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3",25.535
"CHEMBL3335694",388.46,0.83,"CS(=O)(=O)N1CCC[C@@H](C1)Nc2nc(N)ncc2c3cnc4[nH]ccc4n3",35.53565
"CHEMBL3335696",460.56,1.43,"CC[C@H](CO)Nc1ncc(c(N[C@H]2CCCN(C2)S(=O)(=O)C)n1)c3cnc4[nH]ccc4n3",27.027
"CHEMBL3335698",458.55,1.09,"CS(=O)(=O)N1CCC[C@@H](C1)Nc2nc(ncc2c3cnc4[nH]ccc4n3)N5CCOCC5",51.0513
"CHEMBL3352835",473.36,4.79,"COC1CCN(CC1)c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2",44.0
"CHEMBL3354186",390.45,3.1,"COC1CCN(CC1)c2nccc(Nc3cc4[nH]c(cc4cn3)c5cn[nH]c5)n2",96.0
"CHEMBL3354188",366.47,3.77,"COC1CCN(CC1)c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2",718.0
"CHEMBL3357978",373.44,1.25,"CS(=O)(=O)N1CCC[C@@H](C1)Nc2nccnc2c3cnc4[nH]ccc4n3",18.01795
"CHEMBL3359908",272.35,2.42,"CC1(C)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N",16.0
"CHEMBL3359910",272.35,2.42,"CC1(C)CCC[C@@H]1Nc2c(cnn3cccc23)C(=O)N",130.0
"CHEMBL3359912",288.35,1.39,"CC1(C)[C@@H](O)CC[C@H]1Nc2c(cnn3cccc23)C(=O)N",130.0
"CHEMBL3359914",302.38,1.78,"C[C@]1(O)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C",100.0
"CHEMBL3359916",302.38,1.78,"C[C@]1(O)C[C@@H](Nc2c(cnn3cccc23)C(=O)N)C(C)(C)C1",350.0
"CHEMBL3359918",287.37,1.36,"CC1(C)[C@H](N)CC[C@H]1Nc2c(cnn3cccc23)C(=O)N",170.0
"CHEMBL3359920",301.39,1.75,"C[C@@]1(N)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C",280.0
"CHEMBL3359922",274.32,1.15,"C[C@]1(O)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N",150.0
"CHEMBL3359924",288.35,1.4,"C[C@]1(CO)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N",110.0
"CHEMBL3359926",283.34,1.93,"C[C@@]1(CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N)C#N",31.0
"CHEMBL3359928",276.32,2.13,"C[C@@]1(F)CCC[C@@H]1Nc2c(cnn3cccc23)C(=O)N",130.0
"CHEMBL3360318",308.34,2.75,"COc1ccc(cc1)c2cccc3nc(NC(=O)C4CC4)nn23",138.0
"CHEMBL3360356",411.46,3.98,"FC1(F)CCN(Cc2ccc(cc2)c3cccc4nc(NC(=O)C5CC5)nn34)CC1",15.51
"CHEMBL3402476",284.75,3.68,"Cc1ccc(Cl)cc1c2ccc([nH]2)c3ccnc(N)n3",972.0
"CHEMBL3402478",285.74,2.87,"Cc1ccc(Cl)cc1n2cc(cn2)c3ccnc(N)n3",950.0
"CHEMBL3403534",327.77,2.58,"Cc1ccc(Cl)cc1n2cc(cc2C(=O)N)c3ccnc(N)n3",216.0
"CHEMBL3403536",341.8,3.04,"CNc1cc(ncn1)n2cc(C(=O)N)c(c2)c3cc(Cl)ccc3C",620.0
"CHEMBL3403539",327.77,2.58,"Cc1ccc(Cl)cc1n2cc(cc2C(=O)N)c3cc(N)ncn3",73.0
