"Molecule ChEMBL ID","Molecular Weight","AlogP","Smiles","IC50"
"CHEMBL3702951",423.4,2.55,"NC(=O)c1cn(nc1Nc2ccc(cc2)[C@@H](O)C(F)(F)F)[C@H]3CC[C@@H](O)C[C@@H]3C#N",3.0
"CHEMBL3702953",437.42,2.72,"C[C@@](O)(c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CC[C@@H](O)C[C@@H]3C#N)cc1)C(F)(F)F",2.0
"CHEMBL3702955",411.36,3.11,"NC(=O)c1cn(nc1Nc2ccc(c(F)c2)C(F)(F)F)[C@H]3CC[C@@H](O)C[C@@H]3C#N",28.0
"CHEMBL3702957",403.46,1.35,"CS(=O)(=O)c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CC[C@@H](O)C[C@@H]3C#N)cc1",3.0
"CHEMBL3702959",398.44,3.07,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@@H]3CC[C@H](C[C@H]3[N+]#[C-])OCC4CC4",9.0
"CHEMBL3702961",398.44,3.07,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3CC[C@H](C[C@H]3[N+]#[C-])OCC4CC4",150.0
"CHEMBL3702963",477.49,3.98,"NC(=O)c1cn(nc1Nc2ccc(cc2)[C@@H](O)C(F)(F)F)[C@H]3CC[C@H](C[C@@H]3C#N)OCC4CC4",14.0
"CHEMBL3702965",477.49,3.98,"NC(=O)c1cn(nc1Nc2ccc(cc2)[C@H](O)C(F)(F)F)[C@H]3CC[C@H](C[C@@H]3C#N)OCC4CC4",9.0
"CHEMBL3702967",397.45,3.52,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)OCC4CC4",33.0
"CHEMBL3702970",484.5,2.81,"CN(C)[C@H]1CCC([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(cc3)S(=O)(=O)C(F)(F)F)n2",7.0
"CHEMBL3702972",484.5,2.86,"CCNC1CCC([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(cc3)S(=O)(=O)C(F)(F)F)n2",11.0
"CHEMBL3702974",470.48,2.47,"CN[C@H]1CCC([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(cc3)S(=O)(=O)C(F)(F)F)n2",51.0
"CHEMBL3702976",538.47,3.4,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)C3CC[C@@H](C[C@@H]3C#N)NCC(F)(F)F",6.0
"CHEMBL3702978",526.54,2.58,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)C3CC[C@@H](C[C@@H]3C#N)N4CCOCC4",6.0
"CHEMBL3702980",500.5,1.83,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)C3CCC(C[C@@H]3C#N)NCCO",11.0
"CHEMBL3702982",432.45,3.83,"NC(=O)c1cn(nc1Nc2ccc(cc2)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3[N+]#[C-])N4CCC4",23.0
"CHEMBL3702984",364.45,2.66,"NC(=O)c1cn(nc1Nc2ccccc2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",39.0
"CHEMBL3702986",428.97,4.34,"CN([C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2)C(C)(C)C",16.0
"CHEMBL3702988",461.49,3.76,"C[C@H](N[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(nc3)C(F)(F)F)n2)C4CC4",200.0
"CHEMBL3702990",446.48,3.98,"NC(=O)c1cn(nc1Nc2ccc(cc2)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)NCC4CC4",64.0
"CHEMBL3702993",459.5,3.34,"C[C@H](N[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(OC(F)F)nc3)n2)C4CC4",175.0
"CHEMBL3702995",488.51,3.15,"NC(=O)c1cn(nc1Nc2ccc(cc2)C(F)(F)F)[C@H]3CC[C@H](C[C@@H]3C#N)N4C[C@@H]5[C@@H](CO)[C@@H]5C4",22.0
"CHEMBL3702997",472.52,4.46,"NC(=O)c1cn(nc1Nc2ccc(cc2)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CC5(CCC5)C4",121.0
"CHEMBL3702999",461.49,3.76,"C[C@H](N[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(nc3)C(F)(F)F)n2)C4CC4",675.0
"CHEMBL3703001",460.5,4.46,"C[C@H]1C[C@H](C)N1[C@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(cc4)C(F)(F)F)n3",335.0
"CHEMBL3703003",462.48,3.09,"NC(=O)c1cn(nc1Nc2ccc(cc2)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)NCC4(O)CC4",23.0
"CHEMBL3703005",421.43,2.93,"CN(C)[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(nc3)C(F)(F)F)n2",155.0
"CHEMBL3703007",421.43,2.93,"CN(C)[C@H]1CC[C@H]([C@@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(nc3)C(F)(F)F)n2",800.0
"CHEMBL3703009",460.5,4.46,"C[C@@H]1C[C@@H](C)N1[C@@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(cc4)C(F)(F)F)n3",575.0
"CHEMBL3703011",459.5,3.34,"C[C@H](N[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(OC(F)F)nc3)n2)C4CC4",144.0
"CHEMBL3703013",488.51,3.15,"NC(=O)c1cn(nc1Nc2ccc(cc2)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)N4C[C@@H]5[C@@H](CO)[C@@H]5C4",20.0
"CHEMBL3703015",416.89,3.46,"NC(=O)c1cn(nc1Nc2ccc(Cl)c(F)c2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",84.0
"CHEMBL3703017",404.88,3.31,"CN(C)[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)c(F)c3)n2",173.0
"CHEMBL3703019",372.86,2.83,"CN[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2",16.0
"CHEMBL3703021",372.86,2.83,"CN[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2",36.0
"CHEMBL3703023",490.53,3.9,"CC1(C)CN(C1)[C@@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(cc4)[C@H](O)C(F)(F)F)n3",11.0
"CHEMBL3703025",462.48,3.26,"NC(=O)c1cn(nc1Nc2ccc(cc2)[C@H](O)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",11.0
"CHEMBL3703027",476.5,3.43,"C[C@@](O)(c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4)cc1)C(F)(F)F",5.0
"CHEMBL3703029",502.54,4.04,"NC(=O)c1cn(nc1Nc2ccc(cc2)[C@H](O)C(F)(F)F)[C@H]3CC[C@H](C[C@@H]3C#N)N4CC5(CCC5)C4",37.0
"CHEMBL3703031",446.48,3.77,"NC(=O)c1cn(nc1Nc2ccc(CC(F)(F)F)cc2)[C@H]3CC[C@H](C[C@@H]3C#N)N4CCC4",8.0
"CHEMBL3703033",476.5,4.25,"C[C@H](N[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(OC(F)(F)F)cc3)n2)C4CC4",200.0
"CHEMBL3703035",448.45,3.56,"NC(=O)c1cn(nc1Nc2ccc(OC(F)(F)F)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",23.0
"CHEMBL3703037",490.53,3.9,"CC1(C)CN(C1)[C@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(cc4)[C@@H](O)C(F)(F)F)n3",4.0
"CHEMBL3703039",440.86,3.61,"NC(=O)c1cn(nc1Nc2ccc(F)c(Cl)c2)[C@H]3CC[C@@H](C[C@@H]3C#N)NCC(F)F",41.0
"CHEMBL3703041",392.46,2.48,"NC(=O)c1cn(nc1Nc2ccc(C=O)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",16.0
"CHEMBL3703043",446.48,3.77,"NC(=O)c1cn(nc1Nc2ccc(CC(F)(F)F)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",16.0
"CHEMBL3703045",444.94,4.14,"C[C@H](N[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)c(F)c3)n2)C4CC4",97.0
"CHEMBL3703047",490.61,3.81,"CC(C)(C(=O)O)c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CCC(C[C@@H]3C#N)N4CC5(CCC5)C4)cc1",80.0
"CHEMBL3703049",462.48,3.05,"NC(=O)c1cn(nc1Nc2ccc(CC(F)(F)F)cc2)[C@H]3CC[C@H](C[C@@H]3C#N)NC4COC4",4.0
"CHEMBL3703051",462.48,3.05,"NC(=O)c1cn(nc1Nc2ccc(CC(F)(F)F)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)NC4COC4",3.0
"CHEMBL3703053",490.53,3.9,"CC1(C)CN(C1)[C@@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(cc4)[C@@H](O)C(F)(F)F)n3",24.0
"CHEMBL3703055",406.49,2.87,"CC(=O)c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4)cc1",9.0
"CHEMBL3703058",462.48,3.26,"NC(=O)c1cn(nc1Nc2ccc(cc2)[C@@H](O)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",13.0
"CHEMBL3703060",504.56,4.07,"C[C@](O)(c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CC(C)(C)C4)cc1)C(F)(F)F",6.0
"CHEMBL3703062",476.5,4.25,"C[C@H](N[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(OC(F)(F)F)cc3)n2)C4CC4",65.0
"CHEMBL3703064",490.53,3.9,"CC1(C)CN(C1)[C@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(cc4)[C@H](O)C(F)(F)F)n3",5.0
"CHEMBL3703066",418.45,3.12,"CN(C)[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(OC(F)F)cc3)n2",32.0
"CHEMBL3703068",433.49,3.28,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3CC[C@@H](C[C@@H]3C#N)NCc4ccccc4",9.0
"CHEMBL3703070",398.9,3.32,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",41.0
"CHEMBL3703072",430.4599999999999,3.2699999999999996,"NC(=O)c1cn(nc1Nc2ccc(OC(F)F)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",65.0
"CHEMBL3703074",450.44,3.63,"NC(=O)c1cn(nc1Nc2ccc(cc2)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CC(F)C4",30.0
"CHEMBL3703076",538.47,3.4,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)NCC(F)(F)F",31.0
"CHEMBL3703078",383.43,2.2,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4",37.0
"CHEMBL3703080",514.51,2.91,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)[C@H]3CC[C@H](C[C@@H]3C#N)N4CC(F)C4",6.0
"CHEMBL3703082",534.51,3.45,"CN(CC(F)F)[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(cc3)S(=O)(=O)C(F)(F)F)n2",29.0
"CHEMBL3703084",413.43,2.69,"NC(=O)c1cn(nc1Nc2ccc(cc2)C#N)[C@H]3CC[C@@H](C[C@@H]3C#N)NCC(F)F",9.0
"CHEMBL3703086",426.95,4.0,"C[C@H](N[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2)C4CC4",85.0
"CHEMBL3703088",446.48,3.93,"CC1CN(C1)[C@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(cc4)C(F)(F)F)n3",61.0
"CHEMBL3703090",433.49,3.28,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3CC[C@H](C[C@@H]3C#N)NCc4ccccc4",56.0
"CHEMBL3703092",386.89,3.17,"CN(C)[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2",72.0
"CHEMBL3703094",371.42,2.05,"CN(C)[C@@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccnc(F)c3)n2",254.0
"CHEMBL3703096",482.61,2.85,"CS(=O)(=O)c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CC5(CCC5)C4)cc1",5.0
"CHEMBL3703098",423.5,2.98,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CC5(CCC5)C4",36.0
"CHEMBL3703100",352.44,2.52,"CN(C)[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccccc3)n2",32.0
"CHEMBL3703485",267.29,2.8,"CCOC(=O)c1c[nH]c2ncnc(c3ccccc3)c12",91.0
"CHEMBL3703487",297.31,2.81,"CCOC(=O)c1c[nH]c2ncnc(c3ccc(OC)cc3)c12",134.0
"CHEMBL3703489",296.33,2.69,"CCOC(=O)c1c[nH]c2ncnc(c3ccc(C)c(N)c3)c12",78.0
"CHEMBL3703491",316.75,3.04,"CCOC(=O)c1c[nH]c2ncnc(c3ccc(Cl)c(N)c3)c12",125.0
"CHEMBL3703493",308.34,2.77,"CCOC(=O)c1c[nH]c2ncnc(c3ccc4CCNc4c3)c12",91.0
"CHEMBL3703495",283.29,2.51,"CCOC(=O)c1c[nH]c2ncnc(c3ccc(O)cc3)c12",134.0
"CHEMBL3703497",317.35,3.95,"CCOC(=O)c1c[nH]c2ncnc(c3ccc4ccccc4c3)c12",186.0
"CHEMBL3703499",285.28,2.94,"CCOC(=O)c1c[nH]c2ncnc(c3cccc(F)c3)c12",121.0
"CHEMBL3703501",283.29,2.51,"CCOC(=O)c1c[nH]c2ncnc(c3cccc(O)c3)c12",127.0
"CHEMBL3703503",310.36,2.87,"CCOC(=O)c1c[nH]c2ncnc(c3ccc(cc3)N(C)C)c12",90.0
"CHEMBL3703505",323.38,4.02,"CCOC(=O)c1c[nH]c2ncnc(c3cc4ccccc4s3)c12",54.0
"CHEMBL373523",435.54,5.12,"C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cccc(c4)N(C)C)c5ccccc5",167.0
"CHEMBL3746067",371.87,3.7,"COc1ccc(cc1)c2nc3c(NCC4CCNCC4)c(Cl)cnc3[nH]2",1450.0
"CHEMBL375205",406.45,5.12,"C[C@H](Nc1cc(nc(n1)n2cnc3ccc(cc23)C#N)c4cocc4)c5ccccc5",29.0
"CHEMBL3763184",314.39,2.31,"CCC(C(C)C)N1C=C(c2ccn(C)n2)c3[nH]nc(N)c3C1=O",830.0
"CHEMBL3763252",382.47,2.42,"CC(C)C(C)N1C=C(c2ccc(cn2)N3CCOCC3)c4[nH]nc(N)c4C1=O",13.0
"CHEMBL3763697",286.34,1.36,"CC(C)CN1C=C(c2ccn(C)n2)c3[nH]nc(N)c3C1=O",390.0
"CHEMBL3764030",300.37,1.92,"CC(C)[C@H](C)N1C=C(c2ccn(C)n2)c3[nH]nc(N)c3C1=O",70.0
"CHEMBL3764277",384.48,2.82,"CC(C)[C@H](C)N1C=C(c2cc(C3CCOCC3)n(C)n2)c4[nH]nc(N)c4C1=O",12.0
"CHEMBL3764463",337.77,3.01,"Nc1n[nH]c2C(=CN(C(=O)c12)c3ccccc3Cl)c4ccccn4",550.0
"CHEMBL3765131",340.77,2.35,"Cn1ccc(n1)C2=CN(C(=O)c3c(N)n[nH]c23)c4ccccc4Cl",910.0
"CHEMBL3765822",358.45,2.15,"CC(C)[C@@H](C)N1C=C(c2cc(n(C)n2)C(C)(C)O)c3[nH]nc(N)c3C1=O",1308.5
"CHEMBL3780091",323.4,2.6,"N[C@@H]1CC[C@@H](CC1)NC2=C(C(=O)NC=C2)c3nc4ccccc4[nH]3",26.0
"CHEMBL3781427",310.36,2.51,"O=C1NC=CC(=C1c2nc3ccccc3[nH]2)NC4CCOCC4",5.0
"CHEMBL3787112",349.44,3.04,"Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(O)c5",1100.0
"CHEMBL3797795",309.33,1.69,"CC(=O)Nc1ccc(cc1)c2ncnc3c2cc(C(=O)N)n3C",184.0
"CHEMBL3798090",442.52,4.98,"Cn1c(cc2c(ncnc12)c3ccc(NC(=O)C(C)(C)C)cc3)C(=O)OCc4ccccc4",786.0
"CHEMBL3798618",591.71,3.43,"Cn1c(cc2c(ncnc12)c3ccc(NC(=O)[C@@H]4CCCN4C(=O)OC(C)(C)C)cc3)C(=O)NCCCN5CCOCC5",140.0
"CHEMBL3798894",371.4,2.99,"Cn1c(cc2c(ncnc12)c3ccc(NC(=O)c4ccccc4)cc3)C(=O)N",908.0
"CHEMBL3799170",464.53,3.07,"Cn1c(cc2c(ncnc12)c3ccc(NC(=O)[C@@H]4CCCN4C(=O)OC(C)(C)C)cc3)C(=O)N",616.5
"CHEMBL3799630",450.54,2.44,"CCC(=O)Nc1ccc(cc1)c2ncnc3c2cc(C(=O)NCCCN4CCOCC4)n3C",23.0
"CHEMBL3799882",448.57,3.45,"Cn1c(cc2c(ncnc12)c3ccc(NC(=O)C(C)(C)C)cc3)C(=O)NCCN4CCCC4",154.0
"CHEMBL3800186",351.41,2.72,"Cn1c(cc2c(ncnc12)c3ccc(NC(=O)C(C)(C)C)cc3)C(=O)N",465.0
"CHEMBL3800493",535.65,3.31,"C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc(cc1)c2ncnc3c2cc(C(=O)NCCN4CCCC4)n3C",710.5
"CHEMBL384820",435.54,5.12,"C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)N(C)C)c5ccccc5",20.0
"CHEMBL3856117",270.34,3.1,"O=C1Nc2cnc3[nH]ccc3c2N1C4CCCCCC4",23.0
"CHEMBL386760",686.81,6.22,"COc1ccc(N(C(=O)Oc2c(C)cccc2C)c3ccnc(Nc4cc(OC)c(OCCCN5CCN(C)CC5)c(OC)c4)n3)c(OC)c1",240.0
"CHEMBL3884104",453.57,2.67,"CN1CCN(CC1)c2ccc(Nc3nccc(Nc4cccc(c4)S(=O)(=O)N)n3)cc2C",126.0
"CHEMBL3884319",386.45,4.24,"CC1(C)C(=O)N([C@H]2CCc3c(O)cccc23)c4nc(Nc5ccccc5)ncc14",1173.0
"CHEMBL3889517",463.52,3.17,"COc1ccc(CN2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccnc(F)c4)n3)cc1",16.0
"CHEMBL3889558",529.53,2.56,"CS(=O)(=O)c1ccc(Nc2nn(cc2C(=O)N)C3(CC#N)CN(C3)C(=O)Nc4cc(F)ccc4F)cc1",237.0
"CHEMBL388978",466.53999999999996,4.35,"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35",1.9516666666666667
"CHEMBL3889909",420.45,2.56,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC3)c4ccncn4",5.0
"CHEMBL3889987",436.5,2.49,"Cc1c(CN2CC[C@@H](C#N)[C@@H](C2)n3cc(C(=O)N)c(Nc4ccc(F)cc4)n3)cnn1C",20.0
"CHEMBL3890137",517.6,3.6,"O=C(N1CCC(CC1)N2CC(CC#N)(C2)n3cc(cn3)c4ncnc5[nH]ccc45)c6ccc7ncccc7c6",10.0
"CHEMBL3890238",440.52,2.44,"NC(=O)C1=CC(N=C1Nc2ccnc(F)c2)C3(CC#N)CCC(CC3)NC4CCOCC4",103.0
"CHEMBL3890379",414.9,2.56,"Cn1cc(Nc2ncc(Cl)c(NC3CCC4CN(CC4C3)C(=O)CC#N)n2)cn1",6.0
"CHEMBL3890579",447.52,3.21,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(CCc4ccccc4)CC3",156.0
"CHEMBL3890660",414.44,4.05,"FC(F)(F)c1ccc(CCN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)cc1",410.0
"CHEMBL3890951",362.39,2.73,"O=C(OCc1ccccc1)N2CCC(C2)c3nnn4cnc5[nH]ccc5c34",740.0
"CHEMBL3891000",441.51,2.93,"CC(C)(C)CC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccnc(F)c3)n2",44.0
"CHEMBL3891047",329.8,2.12,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(Cl)nn4",0.55
"CHEMBL3891171",469.4,2.66,"NC(=O)c1cn(nc1Nc2cncc(F)c2)C3(CC#N)CCN(CC3)C(=O)OCC(F)(F)F",21.0
"CHEMBL3891348",473.48,3.1,"NC(=O)c1cn(nc1Nc2ccc(nc2)C3CC3)C4(CC#N)CCN(CC4)C(=O)OCC(F)F",11.0
"CHEMBL3891708",442.5,3.43,"CC(C)(C)COC(=O)N1CC[C@@H](C#N)[C@@H](C1)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",145.0
"CHEMBL3891913",463.43,4.06,"FC(F)(F)CNC[C@@H]1CC[C@H](CC1)N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c23",35.0
"CHEMBL3891947",380.52,4.04,"Cc1ccc(CNC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)s1",41.0
"CHEMBL3892159",324.43,2.88,"CC1CC1NC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34",100.0
"CHEMBL3892296",313.36,2.44,"CC(=O)OC[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",7.7
"CHEMBL3892314",422.47,2.18,"Cn1nccc1CN2CC[C@@H](C#N)[C@@H](C2)n3cc(C(=O)N)c(Nc4ccc(F)cc4)n3",20.0
"CHEMBL3892350",414.9,2.48,"Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CC#N)n2)nn1C",30.0
"CHEMBL3892444",409.46,3.47,"CN(C[C@@H]1CC[C@H](CC1)N2CN(C)C(=O)c3cnc4[nH]ccc4c23)CC(F)(F)F",3.1
"CHEMBL3892599",528.59,4.39,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)F)C3(CC#N)CCC(CC3)Nc4ccccc4",1.0
"CHEMBL3892634",309.37,2.64,"O=C1N(CC#N)CN(C2CCCCC2)c3c1cnc4[nH]ccc34",24.0
"CHEMBL3892671",423.45,2.76,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(Cc4ccon4)CC3",34.0
"CHEMBL3892706",494.63,2.48,"O=S(=O)(C1CCCC1)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56",10.0
"CHEMBL3892955",419.46,3.17,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC3)c4ccncc4",78.0
"CHEMBL3892991",473.52,2.8,"CN(C[C@@H]1CC[C@H](CC1)N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c23)S(=O)(=O)C",29.0
"CHEMBL3893183",459.51,3.16,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CCN(CC3)C(=O)OCc4ccncc4",58.0
"CHEMBL3893247",473.52,2.84,"CCN1CN([C@@H]2CC[C@@H](CNS(=O)(=O)CC(F)(F)F)CC2)c3c(cnc4[nH]ccc34)C1=O",6.4
"CHEMBL3893327",333.4,2.33,"CCN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(cn4)C#N",0.055
"CHEMBL3893456",377.4,1.36,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)[C@H]3CCS(=O)(=O)C[C@@H]3C#N",60.0
"CHEMBL3893735",467.94,4.58,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCC(CC3)Nc4cccc(Cl)c4",418.0
"CHEMBL3893763",422.49,2.14,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CCN(CC3)C(=O)C4CCCO4",107.0
"CHEMBL3894161",340.42,1.84,"C(N1CCC(CC1)c2nnn3cnc4[nH]ccc4c23)c5csnn5",3.7
"CHEMBL3894307",463.45,2.24,"COc1cc(Nc2nn(cc2C(=O)N)C3(CC#N)CCN(CC3)C(=O)OCC(F)F)ccn1",348.0
"CHEMBL3894383",460.49,3.45,"CC(C)(C)OC(=O)N1CC[C@@](CC#N)([C@@H](F)C1)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",54.0
"CHEMBL3894474",323.4,2.38,"N#CCCNC[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",26.0
"CHEMBL3894516",366.35,2.56,"FC(F)(F)CNC(=O)[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",26.0
"CHEMBL3894591",400.41,2.41,"CCOC(=O)N1CC[C@@H](C#N)[C@@H](C1)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",62.0
"CHEMBL3894605",414.49,2.65,"COCCNC1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",814.0
"CHEMBL3894803",408.51,2.75,"Cc1cnc(Nc2cnn(C)c2)nc1NC3CCC4(CC3)CCN(C4)C(=O)CC#N",129.0
"CHEMBL3895028",464.45,4.93,"FC(F)(F)c1cnc(Nc2ccc(cc2)N3CCNCC3)nc1c4oc5ccc(cc5c4)C#N",136.7
"CHEMBL3895291",611.69,5.41,"Fc1cc(ccc1c2cccc3cccnc23)C(=O)N4CCC(CC4)N5CC(CC#N)(C5)n6cc(cn6)c7ncnc8[nH]ccc78",10.0
"CHEMBL3895546",342.42,2.92,"F[C@H]1CCN(C[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)C1",41.0
"CHEMBL3895654",443.49,3.65,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC3)c4ccc(cc4)C#N",3.0
"CHEMBL3895755",330.32,1.36,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3CCOC[C@@H]3C#N",14.0
"CHEMBL3895925",381.44,2.11,"CC1(COC1)c2ccc(Nc3nn(cc3C(=O)N)[C@@H]4COCC[C@H]4C#N)cc2",21.0
